20140101 115 403030 9,1,5,8,3,2,6,4,7,10
20140101 116 403031 10,1,9,5,6,7,8,2,3,4
20140101 117 403032 10,1,7,6,3,4,5,2,9,8
20140101 118 403033 5,3,4,10,6,8,1,7,9,2
20140101 119 403034 8,6,5,10,2,4,3,7,1,9
20140101 120 403035 5,1,3,7,2,10,9,6,4,8
20140101 121 403036 2,9,8,6,1,10,5,4,7,3
20140101 122 403037 7,4,5,10,2,1,6,3,9,8
20140101 123 403038 5,3,1,9,8,2,7,10,6,4
20140101 124 403039 5,1,2,8,10,6,7,9,4,3
20140101 125 403040 3,5,6,7,1,9,4,10,2,8
20140101 126 403041 2,1,8,3,7,9,5,4,6,10
20140101 127 403042 7,2,3,1,6,8,5,4,10,9
20140101 128 403043 2,6,1,10,3,9,4,8,5,7
20140101 129 403044 10,3,6,1,4,5,2,7,8,9
20140101 130 403045 10,9,5,7,8,2,4,3,6,1
20140101 131 403046 6,8,1,5,7,4,10,2,3,9
20140101 132 403047 7,2,8,9,6,5,4,1,10,3
20140101 133 403048 7,2,5,3,4,6,8,10,1,9
20140101 134 403049 5,2,1,10,4,6,9,7,8,3
20140101 135 403050 2,4,5,10,6,1,8,7,3,9
20140101 136 403051 8,6,9,1,7,10,3,5,2,4
20140101 137 403052 6,2,9,1,5,7,4,3,10,8
20140101 138 403053 10,8,7,9,6,2,5,3,4,1
20140101 139 403054 9,4,3,10,8,5,2,7,1,6
20140101 140 403055 9,10,4,2,3,7,6,5,8,1
20140101 141 403056 6,10,3,9,8,5,2,1,7,4
20140101 142 403057 6,8,7,5,2,4,9,10,1,3
20140101 143 403058 6,8,3,10,9,5,1,2,4,7
20140101 144 403059 7,10,2,3,5,6,9,4,8,1
20140101 145 403060 8,2,6,10,4,3,9,1,5,7
20140101 146 403061 3,5,6,8,10,9,2,4,7,1
20140101 147 403062 6,8,2,4,1,3,9,5,7,10
20140101 148 403063 4,6,9,10,1,8,3,5,7,2
20140101 149 403064 1,7,5,3,10,9,6,4,2,8
20140101 150 403065 4,6,10,3,8,9,7,5,1,2
20140101 151 403066 4,2,3,10,8,6,5,1,7,9
20140101 152 403067 2,1,4,9,6,5,7,8,3,10
20140101 153 403068 2,5,8,10,9,3,7,1,6,4
20140101 154 403069 7,8,1,10,5,3,6,9,2,4
20140101 155 403070 7,3,5,2,6,8,9,1,10,4
20140101 156 403071 2,9,5,1,8,7,6,10,4,3
20140101 157 403072 3,5,6,9,10,4,1,2,7,8
20140101 158 403073 8,2,6,1,5,10,9,4,3,7
20140101 159 403074 3,2,7,6,10,4,9,5,1,8
20140101 160 403075 9,10,1,3,8,2,5,4,7,6
20140101 161 403076 6,10,7,5,4,3,1,2,9,8
20140101 162 403077 3,6,5,9,4,1,8,2,10,7
20140101 163 403078 1,5,7,3,6,2,8,10,4,9
20140101 164 403079 6,10,9,3,1,5,7,2,4,8
20140101 165 403080 6,10,7,3,8,2,5,1,9,4
20140101 166 403081 9,2,8,5,7,4,10,6,3,1
20140101 167 403082 9,7,1,8,10,5,4,6,2,3
20140101 168 403083 10,6,3,5,9,4,1,8,7,2
20140101 169 403084 8,10,1,7,9,4,5,6,3,2
20140101 170 403085 9,7,10,6,2,1,3,5,8,4
20140101 171 403086 3,8,6,1,5,10,4,9,2,7
20140101 172 403087 8,5,3,1,4,10,9,6,7,2
20140101 173 403088 9,1,3,6,4,8,5,2,7,10
20140101 174 403089 1,5,7,9,10,4,6,8,2,3
20140101 175 403090 2,3,6,4,8,10,7,9,5,1
20140101 176 403091 9,3,6,10,2,4,7,8,1,5
20140101 177 403092 7,10,5,3,8,1,9,6,4,2
20140101 178 403093 6,7,9,3,2,10,5,4,8,1
20140101 179 403094 4,5,10,8,6,7,9,1,2,3
20140102 1 403095 9,2,3,4,8,6,5,10,7,1
20140102 2 403096 9,4,7,5,6,1,2,8,3,10
20140102 3 403097 5,6,9,7,10,3,1,4,2,8
20140102 4 403098 5,1,10,6,8,2,9,3,4,7
20140102 5 403099 2,5,9,6,10,7,4,8,1,3
20140102 6 403100 10,4,2,3,6,1,8,5,7,9
20140102 7 403101 7,8,1,4,9,6,5,10,3,2
20140102 8 403102 5,3,1,2,7,10,8,4,9,6
20140102 9 403103 2,6,3,7,8,9,4,10,1,5
20140102 10 403104 2,8,9,1,3,6,10,7,5,4
20140102 11 403105 5,8,1,10,7,9,2,3,6,4
20140102 12 403106 4,7,10,6,1,2,3,9,8,5
20140102 13 403107 8,3,9,6,5,1,2,7,10,4
20140102 14 403108 5,1,7,2,8,4,9,10,6,3
20140102 15 403109 9,1,6,5,4,3,10,8,2,7
20140102 16 403110 5,3,10,9,2,6,8,1,7,4
20140102 17 403111 6,2,10,5,4,7,3,8,9,1
20140102 18 403112 4,1,2,9,7,3,8,6,5,10
20140102 19 403113 4,8,10,1,2,3,7,5,6,9
20140102 20 403114 10,4,3,1,8,7,2,5,6,9
20140102 21 403115 3,8,4,9,7,2,1,10,6,5
20140102 22 403116 5,7,10,8,2,1,6,4,3,9
20140102 23 403117 10,6,8,1,9,3,5,2,7,4
20140102 24 403118 10,3,7,5,8,1,6,9,4,2
20140102 25 403119 4,2,6,9,5,8,7,1,3,10
20140102 26 403120 9,4,6,5,3,7,1,10,2,8
20140102 27 403121 10,4,6,2,9,5,7,1,3,8
20140102 28 403122 8,9,7,5,4,2,1,10,3,6
20140102 29 403123 10,8,2,6,9,4,1,5,7,3
20140102 30 403124 10,7,1,2,4,6,9,8,3,5
20140102 31 403125 10,6,3,9,1,4,5,7,8,2
20140102 32 403126 5,10,2,3,8,6,9,1,4,7
20140102 33 403127 4,6,3,7,8,1,5,2,9,10
20140102 34 403128 6,4,1,2,7,10,9,5,8,3
20140102 35 403129 10,3,9,5,6,8,4,2,7,1
20140102 36 403130 9,7,10,4,1,2,5,3,6,8
20140102 37 403131 8,6,1,9,10,3,7,4,5,2
20140102 38 403132 9,10,3,5,4,2,8,7,1,6
20140102 39 403133 3,7,6,9,2,10,4,8,1,5
20140102 40 403134 4,7,10,1,8,3,5,2,6,9
20140102 41 403135 5,4,7,1,8,2,9,3,6,10
20140102 42 403136 8,4,6,10,7,5,9,1,3,2
20140102 43 403137 4,3,8,7,9,6,10,2,5,1
20140102 44 403138 7,1,6,10,4,3,2,8,9,5
20140102 45 403139 6,2,10,3,5,1,4,7,8,9
20140102 46 403140 4,3,6,9,2,10,8,1,7,5
20140102 47 403141 7,1,4,2,10,3,9,5,8,6
20140102 48 403142 2,10,1,7,6,8,9,4,5,3
20140102 49 403143 3,7,10,9,6,5,4,1,8,2
20140102 50 403144 3,7,4,9,6,5,1,2,10,8
20140102 51 403145 5,10,6,4,1,8,3,9,2,7
20140102 52 403146 7,3,9,1,8,10,5,2,4,6
20140102 53 403147 2,5,9,6,4,1,7,8,3,10
20140102 54 403148 4,8,7,9,3,5,1,2,10,6
20140102 55 403149 7,5,8,1,2,3,4,10,9,6
20140102 56 403150 4,8,6,10,3,1,5,2,7,9
20140102 57 403151 6,7,8,9,2,10,1,4,3,5
20140102 58 403152 4,10,2,5,1,6,3,7,8,9
20140102 59 403153 1,6,8,7,2,4,9,10,3,5
20140102 60 403154 5,6,2,10,3,7,8,1,4,9
20140102 61 403155 8,1,10,5,3,9,2,6,7,4
20140102 62 403156 6,9,4,1,2,5,10,3,7,8
20140102 63 403157 6,1,9,4,7,8,3,2,5,10
20140102 64 403158 7,6,8,3,2,10,9,5,1,4
20140102 65 403159 4,3,9,5,2,1,8,10,6,7
20140102 66 403160 1,5,2,9,4,3,7,8,10,6
20140102 67 403161 10,2,6,9,7,5,4,1,8,3
20140102 68 403162 5,7,3,1,2,8,9,4,6,10
20140102 69 403163 4,10,5,2,8,9,1,3,7,6
20140102 70 403164 6,5,7,3,1,8,2,10,9,4
20140102 71 403165 10,6,5,9,3,2,4,7,1,8
20140102 72 403166 3,6,2,7,9,4,10,5,1,8
20140102 73 403167 2,3,8,7,9,6,1,5,10,4
20140102 74 403168 6,7,10,5,9,2,3,1,8,4
20140102 75 403169 5,3,10,7,8,9,6,1,4,2
20140102 76 403170 8,10,3,7,1,4,2,9,6,5
20140102 77 403171 9,5,3,10,7,1,2,6,8,4
20140102 78 403172 9,8,2,3,1,7,6,5,10,4
20140102 79 403173 3,8,2,6,1,10,9,5,7,4
20140102 80 403174 9,7,8,6,5,10,3,1,2,4
20140102 81 403175 5,7,8,9,6,4,1,10,2,3
20140102 82 403176 2,3,6,9,8,1,4,10,5,7
20140102 83 403177 3,5,10,4,2,7,8,6,1,9
20140102 84 403178 9,3,2,4,10,1,7,8,5,6
20140102 85 403179 5,2,3,4,10,9,6,1,7,8
20140102 86 403180 10,7,1,2,5,6,9,4,3,8
20140102 87 403181 2,9,3,4,8,5,7,1,6,10
20140102 88 403182 6,8,2,4,7,1,3,10,9,5
20140102 89 403183 7,10,9,5,1,4,2,8,6,3
20140102 90 403184 2,3,4,10,6,8,1,5,7,9
20140102 91 403185 10,1,2,7,9,5,8,3,6,4
20140102 92 403186 7,5,9,3,2,6,1,4,10,8
20140102 93 403187 1,5,3,9,2,4,6,10,8,7
20140102 94 403188 8,4,9,5,1,2,10,3,6,7
20140102 95 403189 6,2,7,9,5,4,10,3,8,1
20140102 96 403190 1,6,8,7,5,4,2,3,10,9
20140102 97 403191 7,6,9,1,3,2,4,10,8,5
20140102 98 403192 7,1,2,6,5,9,4,3,8,10
20140102 99 403193 4,2,3,6,5,9,7,1,8,10
20140102 100 403194 2,8,6,10,1,4,7,9,3,5
20140102 101 403195 9,5,7,10,2,3,8,1,4,6
20140102 102 403196 5,3,10,2,8,7,4,1,9,6
20140102 103 403197 5,6,9,1,10,2,7,8,3,4
20140102 104 403198 1,3,9,6,10,5,8,4,2,7
20140102 105 403199 7,6,10,2,8,1,5,4,3,9
20140102 106 403200 10,1,4,8,9,6,5,2,3,7
20140102 107 403201 4,1,3,7,6,9,2,8,10,5
20140102 108 403202 4,5,1,10,3,2,7,9,6,8
20140102 109 403203 9,5,7,4,6,2,3,1,8,10
20140102 110 403204 8,3,10,5,7,4,2,6,1,9
20140102 111 403205 7,9,5,4,2,6,3,8,10,1
20140102 112 403206 2,5,8,4,1,9,7,6,3,10
20140102 113 403207 3,5,8,7,6,9,4,1,2,10
20140102 114 403208 3,1,2,4,5,7,9,8,6,10
20140102 115 403209 6,10,9,7,1,8,5,4,2,3
20140102 116 403210 10,7,8,6,5,3,4,1,9,2
20140102 117 403211 9,5,7,2,6,3,4,10,8,1
20140102 118 403212 1,3,7,8,9,4,5,6,2,10
20140102 119 403213 2,6,7,10,8,9,5,1,3,4
20140102 120 403214 5,1,9,10,3,6,7,2,4,8
20140102 121 403215 8,9,5,4,6,2,1,7,3,10
20140102 122 403216 10,8,2,4,7,5,6,3,1,9
20140102 123 403217 8,10,1,9,7,3,5,6,2,4
20140102 124 403218 8,10,7,3,1,4,5,9,6,2
20140102 125 403219 2,1,8,5,7,6,9,3,10,4
20140102 126 403220 6,4,10,5,8,2,9,3,1,7
20140102 127 403221 8,5,7,2,6,4,3,9,10,1
20140102 128 403222 9,10,2,4,3,8,5,1,6,7
20140102 129 403223 2,5,3,10,9,4,1,6,8,7
20140102 130 403224 3,4,6,1,5,2,9,7,10,8
20140102 131 403225 5,9,8,10,2,1,3,7,4,6
20140102 132 403226 2,4,3,9,8,10,5,1,7,6
20140102 133 403227 5,4,7,8,3,2,6,9,10,1
20140102 134 403228 9,6,8,7,5,3,2,1,10,4
20140102 135 403229 9,10,7,3,8,1,6,4,5,2
20140102 136 403230 6,7,3,4,1,8,2,10,5,9
20140102 137 403231 2,10,9,5,8,3,6,7,1,4
20140102 138 403232 7,6,2,8,5,4,10,9,1,3
20140102 139 403233 10,3,9,1,6,8,2,7,5,4
20140102 140 403234 2,10,5,4,1,8,6,7,9,3
20140102 141 403235 10,6,7,3,1,4,5,8,2,9
20140102 142 403236 5,4,2,9,6,1,7,3,8,10
20140102 143 403237 3,8,5,1,9,7,2,4,6,10
20140102 144 403238 9,3,6,8,10,7,4,2,5,1
20140102 145 403239 1,9,4,6,2,8,10,7,5,3
20140102 146 403240 9,1,10,6,8,5,3,4,2,7
20140102 147 403241 7,9,4,5,2,8,10,3,1,6
20140102 148 403242 1,10,3,8,7,6,2,9,5,4
20140102 149 403243 7,9,2,8,4,3,5,6,1,10
20140102 150 403244 4,9,3,5,8,1,6,2,7,10
20140102 151 403245 8,1,9,5,4,7,10,2,3,6
20140102 152 403246 9,2,7,6,8,3,10,4,5,1
20140102 153 403247 7,3,2,1,5,4,6,9,8,10
20140102 154 403248 10,9,4,7,8,2,1,6,3,5
20140102 155 403249 8,3,9,6,4,10,7,2,1,5
20140102 156 403250 3,2,7,6,9,5,8,1,10,4
20140102 157 403251 5,1,4,10,9,6,8,7,2,3
20140102 158 403252 9,3,8,1,4,10,2,6,7,5
20140102 159 403253 7,4,9,5,1,6,3,8,10,2
20140102 160 403254 7,8,5,4,10,3,6,1,9,2
20140102 161 403255 2,9,1,3,10,4,7,6,5,8
20140102 162 403256 9,6,10,3,1,7,2,8,4,5
20140102 163 403257 2,1,6,10,4,7,8,3,5,9
20140102 164 403258 2,6,5,1,8,3,4,10,9,7
20140102 165 403259 6,9,1,7,5,2,8,10,3,4
20140102 166 403260 5,8,2,3,7,6,4,9,1,10
20140102 167 403261 2,4,1,7,3,9,6,8,10,5
20140102 168 403262 1,3,5,7,8,6,4,10,2,9
20140102 169 403263 5,4,3,1,7,2,9,6,8,10
20140102 170 403264 1,9,2,5,8,3,4,6,10,7
20140102 171 403265 4,2,1,5,10,9,3,8,6,7
20140102 172 403266 3,9,4,1,6,8,5,10,2,7
20140102 173 403267 9,5,1,3,2,6,4,7,10,8
20140102 174 403268 1,2,5,6,10,8,9,4,3,7
20140102 175 403269 4,9,1,2,7,6,5,8,10,3
20140102 176 403270 4,6,1,10,7,2,8,9,5,3
20140102 177 403271 2,8,6,7,9,3,1,4,10,5
20140102 178 403272 2,7,4,3,9,6,1,5,8,10
20140102 179 403273 6,3,10,8,5,7,4,1,2,9
20140103 1 403274 1,3,10,7,6,5,2,4,9,8
20140103 2 403275 1,7,6,8,2,5,4,10,9,3
20140103 3 403276 4,8,1,2,6,5,3,7,9,10
20140103 4 403277 7,8,1,5,4,9,3,2,10,6
20140103 5 403278 3,6,5,10,9,8,4,2,1,7
20140103 6 403279 10,4,8,2,1,3,9,7,5,6
20140103 7 403280 10,8,6,3,4,9,7,5,2,1
20140103 8 403281 1,9,4,5,3,2,8,6,7,10
20140103 9 403282 1,5,6,3,2,8,7,4,9,10
20140103 10 403283 7,4,2,6,5,9,8,1,10,3
20140103 11 403284 7,4,8,2,1,10,5,6,3,9
20140103 12 403285 6,4,5,1,8,9,3,10,7,2
20140103 13 403286 7,1,2,3,8,5,4,6,10,9
20140103 14 403287 3,1,2,6,9,7,4,8,5,10
20140103 15 403288 7,8,5,1,10,4,9,6,2,3
20140103 16 403289 7,1,8,2,9,3,6,10,4,5
20140103 17 403290 2,6,8,3,5,9,1,4,10,7
20140103 18 403291 3,5,10,4,1,8,7,9,6,2
20140103 19 403292 9,8,4,1,10,5,6,3,2,7
20140103 20 403293 2,3,6,1,5,10,9,7,8,4
20140103 21 403294 7,10,2,1,4,8,3,6,5,9
20140103 22 403295 6,5,2,3,8,7,4,9,10,1
20140103 23 403296 8,3,6,7,4,10,2,1,9,5
20140103 24 403297 6,5,9,4,2,8,7,10,3,1
20140103 25 403298 3,7,10,4,9,5,6,8,1,2
20140103 26 403299 3,7,2,10,6,1,4,5,9,8
20140103 27 403300 4,1,10,5,8,7,3,6,9,2
20140103 28 403301 7,2,4,6,1,8,3,9,5,10
20140103 29 403302 10,3,1,2,7,8,5,4,9,6
20140103 30 403303 6,4,9,2,5,1,3,8,10,7
20140103 31 403304 1,9,5,7,8,2,10,3,4,6
20140103 32 403305 6,8,2,9,10,5,4,7,1,3
20140103 33 403306 1,2,9,3,6,4,8,7,10,5
20140103 34 403307 1,2,8,6,3,10,4,5,7,9
20140103 35 403308 2,10,5,9,3,4,1,6,8,7
20140103 36 403309 10,5,7,4,8,2,1,3,6,9
20140103 37 403310 2,7,4,5,3,10,8,1,9,6
20140103 38 403311 8,5,3,9,6,2,4,10,1,7
20140103 39 403312 7,9,10,8,3,2,1,5,4,6
20140103 40 403313 10,9,7,3,4,2,5,8,1,6
20140103 41 403314 7,2,10,5,4,3,6,8,9,1
20140103 42 403315 6,1,9,4,10,2,3,5,7,8
20140103 43 403316 4,2,6,8,7,1,9,5,10,3
20140103 44 403317 10,4,5,8,3,7,9,6,2,1
20140103 45 403318 1,8,3,4,9,7,6,2,5,10
20140103 46 403319 4,6,8,3,2,7,5,1,9,10
20140103 47 403320 3,7,2,6,4,10,9,5,1,8
20140103 48 403321 3,2,10,7,6,1,5,9,4,8
20140103 49 403322 4,10,8,2,7,5,9,3,1,6
20140103 50 403323 9,6,8,2,5,1,3,10,7,4
20140103 51 403324 7,1,5,8,3,9,4,10,2,6
20140103 52 403325 4,3,7,5,10,2,1,8,9,6
20140103 53 403326 3,2,7,10,4,5,9,1,6,8
20140103 54 403327 10,1,6,3,8,5,9,2,7,4
20140103 55 403328 6,10,4,3,1,7,9,8,5,2
20140103 56 403329 4,2,5,6,9,3,8,1,7,10
20140103 57 403330 2,10,8,4,7,5,1,3,9,6
20140103 58 403331 8,6,3,7,2,5,4,9,1,10
20140103 59 403332 4,7,10,9,6,2,3,1,5,8
20140103 60 403333 2,7,6,3,5,4,8,10,1,9
20140103 61 403334 6,1,7,3,2,4,8,10,9,5
20140103 62 403335 5,4,7,2,6,3,10,8,1,9
20140103 63 403336 3,8,7,5,10,1,2,9,4,6
20140103 64 403337 3,4,1,6,9,7,10,8,5,2
20140103 65 403338 6,4,2,5,8,1,3,9,10,7
20140103 66 403339 2,6,3,10,4,5,9,7,1,8
20140103 67 403340 10,6,2,4,5,3,7,8,1,9
20140103 68 403341 6,5,4,1,9,2,8,3,7,10
20140103 69 403342 9,4,5,2,3,8,7,1,6,10
20140103 70 403343 10,8,9,1,5,7,3,4,6,2
20140103 71 403344 3,8,6,2,7,9,1,4,5,10
20140103 72 403345 4,9,6,5,8,3,10,1,2,7
20140103 73 403346 3,7,1,10,5,9,4,2,6,8
20140103 74 403347 8,1,5,6,4,3,9,2,7,10
20140103 75 403348 6,1,5,3,2,9,8,4,7,10
20140103 76 403349 5,6,7,1,3,8,10,4,2,9
20140103 77 403350 4,10,6,5,8,9,1,3,7,2
20140103 78 403351 5,1,4,6,3,2,7,9,8,10
20140103 79 403352 9,2,1,8,10,7,5,3,4,6
20140103 80 403353 2,8,6,9,7,3,1,10,4,5
20140103 81 403354 1,8,9,10,4,2,3,7,6,5
20140103 82 403355 2,3,8,1,5,4,7,10,6,9
20140103 83 403356 10,8,6,3,2,7,9,4,1,5
20140103 84 403357 5,10,8,2,7,4,3,9,1,6
20140103 85 403358 2,9,1,5,4,3,7,8,6,10
20140103 86 403359 1,8,7,9,3,2,10,4,6,5
20140103 87 403360 1,5,9,6,7,4,3,10,8,2
20140103 88 403361 5,7,10,1,6,2,4,9,3,8
20140103 89 403362 10,6,5,9,2,7,1,4,8,3
20140103 90 403363 3,6,9,10,4,2,7,1,5,8
20140103 91 403364 5,1,8,10,6,4,7,3,2,9
20140103 92 403365 9,4,2,10,6,3,7,5,1,8
20140103 93 403366 5,7,10,2,8,4,6,1,3,9
20140103 94 403367 1,7,10,4,5,2,3,6,9,8
20140103 95 403368 8,7,2,4,6,5,3,9,10,1
20140103 96 403369 7,6,9,1,3,8,4,2,5,10
20140103 97 403370 5,4,10,3,7,9,1,6,8,2
20140103 98 403371 9,1,10,4,6,5,7,8,2,3
20140103 99 403372 2,4,9,5,3,10,7,6,8,1
20140103 100 403373 9,8,4,6,10,2,7,5,1,3
20140103 101 403374 6,8,9,5,4,1,7,3,2,10
20140103 102 403375 10,5,6,8,2,9,7,1,3,4
20140103 103 403376 9,1,7,6,10,8,5,2,3,4
20140103 104 403377 8,2,5,4,6,9,3,7,1,10
20140103 105 403378 2,10,6,9,7,8,3,4,5,1
20140103 106 403379 3,4,7,8,1,6,10,5,2,9
20140103 107 403380 1,4,7,6,9,5,8,3,2,10
20140103 108 403381 9,4,8,1,5,2,10,3,7,6
20140103 109 403382 1,4,8,6,7,3,2,5,9,10
20140103 110 403383 3,2,1,5,7,4,6,10,9,8
20140103 111 403384 8,1,9,3,2,5,6,10,4,7
20140103 112 403385 5,6,1,8,10,3,2,9,4,7
20140103 113 403386 10,9,6,2,3,1,8,5,7,4
20140103 114 403387 2,6,1,9,8,7,10,3,4,5
20140103 115 403388 9,5,10,6,3,7,1,8,4,2
20140103 116 403389 4,1,9,3,8,6,5,10,2,7
20140103 117 403390 3,4,1,6,9,8,2,10,5,7
20140103 118 403391 2,6,1,5,10,7,8,4,3,9
20140103 119 403392 9,4,10,3,7,5,6,1,2,8
20140103 120 403393 3,6,1,10,9,5,2,4,8,7
20140103 121 403394 9,1,5,2,6,3,7,8,10,4
20140103 122 403395 9,5,10,2,7,3,4,6,1,8
20140103 123 403396 3,9,6,4,7,1,8,5,2,10
20140103 124 403397 6,3,7,1,10,5,9,8,2,4
